Year	Day	Time	Trapping_Period	Site_Name	Trap_ID	Tag_Number	Species	Sex	Age	Mass	Zygomatic_Width	Reproductive_Condition	Released	Notes
2004	191	08:00	PP2PS1	LG1-wetland	A02	brown_05	Brown Lemming	M	A	57.8	NA	UNK	No	
2004	191	08:00	PP2PS1	LG1-wetland	G07	454C53107C	Brown Lemming	M	A	39	NA	UNK	Yes	
2004	191	08:00	PP2PS1	LG1-wetland	I04	445D5A2B31	Brown Lemming	F	A	40	NA	LA	Yes	
2004	191	08:00	PP2PS1	LG1-wetland	E08	brown_06	Brown Lemming	M	A	41	NA	UNK	No	
2004	191	08:00	PP2PS1	LG1-wetland	B02	44611C5E05	Brown Lemming	M	A	35	NA	UNK	Yes	
2004	191	20:00	PP2PS2	LG1-wetland	C01	445C484910_1	Brown Lemming	F	A	38	NA	LA	Yes	
2004	191	20:00	PP2PS2	LG1-wetland	G07	454C53107C	Brown Lemming	M	A	33	NA	UNK	Yes	
2004	191	20:00	PP2PS2	LG1-wetland	C02	446217172E_1	Brown Lemming	F	A	44	NA	UNK	Yes	
2004	192	08:00	PP2PS3	LG1-wetland	C01	445C484910_1	Brown Lemming	F	A	41	NA	UNK	Yes	
2004	192	08:00	PP2PS3	LG1-wetland	G08	445C35705D	Brown Lemming	U	A	43	NA	UNK	Yes	
2004	192	08:00	PP2PS3	LG1-wetland	H05	4520103306	Brown Lemming	M	J	25	NA	UNK	Yes	
2004	192	08:00	PP2PS3	LG1-wetland	A05	453536796F_1	Brown Lemming	M	A	42	NA	UNK	Yes	
2004	192	08:00	PP2PS3	LG1-wetland	B01	44611C5E05	Brown Lemming	M	A	38	NA	UNK	Yes	
2004	192	08:00	PP2PS3	LG1-wetland	D05	445D7C6372_1	Brown Lemming	M	A	38	NA	UNK	Yes	
2004	192	08:00	PP2PS3	LG1-wetland	B10	445D435665	Brown Lemming	M	A	40	NA	UNK	Yes	
2004	192	08:00	PP2PS3	LG1-wetland	D03	445C434E39	Brown Lemming	M	A	85	NA	UNK	Yes	
2004	192	08:00	PP2PS3	LG1-wetland	B06	445C31567C_1	Brown Lemming	M	A	56	NA	UNK	Yes	
2004	192	08:00	PP2PS3	LG1-wetland	G07	445C2E40668_1	Brown Lemming	M	A	47	NA	UNK	Yes	
2004	192	08:00	PP2PS3	LG1-wetland	I04	445D5A2B31	Brown Lemming	F	A	38	NA	UNK	Yes	
2004	192	20:00	PP2PS4	LG1-wetland	D01	446217172E_1	Brown Lemming	F	A	49	NA	UNK	Yes	
2004	192	20:00	PP2PS4	LG1-wetland	C01	445C484910_1	Brown Lemming	F	A	40	NA	UNK	Yes	
2004	192	20:00	PP2PS4	LG1-wetland	C07	445C31567C_1	Brown Lemming	M	A	56	NA	UNK	Yes	
2004	192	20:00	PP2PS4	LG1-wetland	G08	445C35705D	Brown Lemming	U	A	45	NA	UNK	Yes	
2004	192	20:00	PP2PS4	LG1-wetland	J05	445D5A2B31	Brown Lemming	F	A	37	NA	UNK	Yes	
2004	192	20:00	PP2PS4	LG1-wetland	A02	453536796F_1	Brown Lemming	M	A	43	NA	UNK	Yes	
2004	192	20:00	PP2PS4	LG1-wetland	E08	445D435665	Brown Lemming	M	A	40	NA	UNK	Yes	
2004	192	20:00	PP2PS4	LG1-wetland	C06	445C4D3550	Brown Lemming	M	A	36	NA	UNK	Yes	
2004	192	20:00	PP2PS4	LG1-wetland	G03	445D7C6372_1	Brown Lemming	M	A	36	NA	UNK	Yes	
2004	193	08:00	PP2PS5	LG1-wetland	B02	446217172E_1	Brown Lemming	F	A	46	NA	UNK	Yes	
2004	193	08:00	PP2PS5	LG1-wetland	C06	445D435665	Brown Lemming	M	A	37	NA	UNK	Yes	
2004	193	08:00	PP2PS5	LG1-wetland	D05	445D7C6372_1	Brown Lemming	M	A	38	NA	UNK	Yes	
2004	193	08:00	PP2PS5	LG1-wetland	B08	45383C6242	Brown Lemming	M	A	48	NA	UNK	Yes	
2004	193	08:00	PP2PS5	LG1-wetland	A09	445A1C4D20	Brown Lemming	M	A	36	NA	UNK	Yes	
2004	193	08:00	PP2PS5	LG1-wetland	B03	453536796F_1	Brown Lemming	M	A	43	NA	UNK	Yes	
2004	193	08:00	PP2PS5	LG1-wetland	J07	445E0B0550	Brown Lemming	M	A	30	NA	UNK	Yes	
2004	193	08:00	PP2PS5	LG1-wetland	H09	454C53107C	Brown Lemming	M	A	40	NA	UNK	Yes	
2004	193	08:00	PP2PS5	LG1-wetland	I03	445D5A2B31	Brown Lemming	F	A	37	NA	UNK	Yes	
2004	193	08:00	PP2PS5	LG1-wetland	C01	445C484910_1	Brown Lemming	F	A	33	NA	UNK	No	
2004	193	08:00	PP2PS5	LG1-wetland	F08	445C35705D	Brown Lemming	U	A	40	NA	UNK	Yes	
2004	193	08:00	PP2PS5	LG1-wetland	B06	445C31567C_1	Brown Lemming	M	A	49	NA	UNK	Yes	
2004	193	08:00	PP2PS5	LG1-wetland	G06	445C2E4068_1	Brown Lemming	M	A	39	NA	UNK	No	
2004	193	08:00	PP2PS5	LG1-wetland	D03	45215E2E3E_1	Brown Lemming	F	A	64	NA	UNK	Yes	
2004	193	20:00	PP2PS6	LG1-wetland	A09	445A1C4D20	Brown Lemming	M	A	38	NA	UNK	Yes	
2004	193	20:00	PP2PS6	LG1-wetland	H03	445D5A2B31	Brown Lemming	F	A	36	NA	UNK	Yes	
2004	193	20:00	PP2PS6	LG1-wetland	J07	4548257A59	Brown Lemming	F	A	41	NA	UNK	Yes	
2004	193	20:00	PP2PS6	LG1-wetland	C08	45383C6242	Brown Lemming	M	A	51	NA	UNK	Yes	
2004	193	20:00	PP2PS6	LG1-wetland	B03	453536796F_1	Brown Lemming	M	A	44	NA	UNK	Yes	
2004	193	20:00	PP2PS6	LG1-wetland	D01	446217172E_1	Brown Lemming	F	A	47	NA	UNK	Yes	
2004	193	20:00	PP2PS6	LG1-wetland	C05	445D7C6372_1	Brown Lemming	M	A	37	NA	UNK	Yes	
2004	193	20:00	PP2PS6	LG1-wetland	D03	45215E2E3E_1	Brown Lemming	F	A	60	NA	UNK	Yes	
2004	193	20:00	PP2PS6	LG1-wetland	E08	445C35705D	Brown Lemming	U	A	43	NA	UNK	Yes	
2004	193	20:00	PP2PS6	LG1-wetland	B08	445D435665	Brown Lemming	M	A	38	NA	UNK	Yes	
2004	193	20:00	PP2PS6	LG1-wetland	J04	456B2F662B	Brown Lemming	M	A	72	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	D03	45215E2E3E_1	Brown Lemming	F	A	55	NA	UNK	No	
2004	194	08:00	PP2PS7	LG1-wetland	H09	446252405D	Brown Lemming	F	A	41	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	G07	454C53107C	Brown Lemming	M	A	37	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	H03	445D5A2B31	Brown Lemming	F	A	33	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	C05	445D7C6372_1	Brown Lemming	M	A	33	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	C03	453536796F_1	Brown Lemming	M	A	40	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	H08	445E0B0550	Brown Lemming	M	A	32	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	E08	445D435665	Brown Lemming	M	A	37	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	G08	445C35705D	Brown Lemming	U	A	43	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	D06	445C31567C_1	Brown Lemming	M	A	49	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	A09	445A1C4D20	Brown Lemming	M	A	35	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	G06	4520103306	Brown Lemming	M	J	25	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	I05	44617D6246	Brown Lemming	U	J	26	NA	UNK	Yes	
2004	194	08:00	PP2PS7	LG1-wetland	D08	45383C6242	Brown Lemming	M	A	47	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	H03	445D5A2B31	Brown Lemming	F	A	34	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	C03	453536796F_1	Brown Lemming	M	A	43	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	G09	446252405D	Brown Lemming	F	A	39	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	G06	445F0F5006_1	Brown Lemming	M	A	50	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	J07	456B2F662B	Brown Lemming	M	A	69	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	H08	445E0B0550	Brown Lemming	M	A	32	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	C05	445D435665	Brown Lemming	M	A	37	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	C06	445D7C6372_1	Brown Lemming	M	A	36	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	C01	445C434E39	Brown Lemming	M	A	85	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	G08	445C35705D	Brown Lemming	U	A	41	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	H07	4520103306	Brown Lemming	M	J	25	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	D08	45383C6242	Brown Lemming	M	A	47	NA	UNK	Yes	
2004	194	20:00	PP2PS8	LG1-wetland	D06	445C31567C_1	Brown Lemming	M	A	51	NA	UNK	Yes	
2004	195	10:00	PP2PS9	LG1-wetland	C07	45383C6242	Brown Lemming	M	A	NA	NA	UNK	Yes	
2004	195	10:00	PP2PS9	LG1-wetland	G04	445D5A2B31	Brown Lemming	F	A	NA	NA	UNK	Yes	
2004	195	10:00	PP2PS9	LG1-wetland	H06	445F0F5006_1	Brown Lemming	M	A	NA	NA	UNK	Yes	
2004	195	10:00	PP2PS9	LG1-wetland	D07	445C31567C_1	Brown Lemming	M	A	NA	NA	UNK	Yes	
2004	195	10:00	PP2PS9	LG1-wetland	G08	445C35705D	Brown Lemming	U	A	NA	NA	UNK	Yes	
2004	195	10:00	PP2PS9	LG1-wetland	H08	445E0B0550	Brown Lemming	M	A	NA	NA	UNK	Yes	
2004	195	10:00	PP2PS9	LG1-wetland	C03	453536796F_1	Brown Lemming	M	A	34.4	NA	UNK	No	
2004	195	10:00	PP2PS9	LG1-wetland	C06	445D7C6372_1	Brown Lemming	M	A	NA	NA	UNK	Yes	
2004	195	10:00	PP2PS9	LG1-wetland	H07	4520103306	Brown Lemming	M	J	NA	NA	UNK	Yes	
2004	209	10:00	PP3PS0	LG1-wetland	C06	445D7C6372_1	Brown Lemming	M	A	NA	NA	UNK	No	
2004	209	10:00	PP3PS0	LG1-wetland	E03	brown_11	Brown Lemming	U	J	13	NA	UNK	No	
2004	209	22:00	PP3PS1	LG1-wetland	D03	445D362279_1	Brown Lemming	M	A	38	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	B03	451F116A60	Brown Lemming	U	J	21	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	J01	45207F7D49	Brown Lemming	M	A	46	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	I10	455C4A0D74	Brown Lemming	U	J	18	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	H04	44617D6246	Brown Lemming	U	A	39	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	J10	453B3B5E0F	Brown Lemming	U	J	17	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	F06	445F0F5006_1	Brown Lemming	M	A	50	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	C07	445D435665	Brown Lemming	M	A	42	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	J06	4456294A65	Brown Lemming	U	J	18	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	C02	446217172E_1	Brown Lemming	F	A	46	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	I09	453B593701	Brown Lemming	U	J	16	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	B02	44611C5E05	Brown Lemming	M	A	45	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	F05	453F6C1E58	Brown Lemming	M	A	49	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	D06	445D52192F	Brown Lemming	F	A	76	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	E08	446252405D	Brown Lemming	F	A	43	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	G10	455C221D2B	Brown Lemming	M	A	50	NA	UNK	Yes	
2004	209	22:00	PP3PS1	LG1-wetland	C01	4548296B5F_1	Brown Lemming	M	A	50	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	C08	445C31567C_1	Brown Lemming	M	A	50	NA	UNK	No	
2004	210	10:00	PP3PS2	LG1-wetland	E04	445D362279_1	Brown Lemming	M	A	39	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	B08	445D435665	Brown Lemming	M	A	40	NA	UNK	Yes	Sexe incertain
2004	210	10:00	PP3PS2	LG1-wetland	G06	445F0F5006_1	Brown Lemming	M	A	44	NA	UNK	No	
2004	210	10:00	PP3PS2	LG1-wetland	D03	4460253665	Brown Lemming	U	J	23	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	I04	445C300C1D	Brown Lemming	U	J	16	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	I09	453B593701	Brown Lemming	U	J	15	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	A01	44611C5E05	Brown Lemming	M	A	43	NA	UNK	Yes	Sexe incertain
2004	210	10:00	PP3PS2	LG1-wetland	E08	446252405D	Brown Lemming	F	A	41	NA	UNK	Yes	Très faible au relâché, semble avoir de la misère à marcher, ne s enfuit pas.
2004	210	10:00	PP3PS2	LG1-wetland	G02	451E451B22	Brown Lemming	U	J	16	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	J10	453B3B5E0F	Brown Lemming	U	J	15	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	D02	4548296B5F_1	Brown Lemming	M	A	43	NA	UNK	No	
2004	210	10:00	PP3PS2	LG1-wetland	I10	455C4A0D74	Brown Lemming	U	J	15	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	F05	brown_12	Brown Lemming	U	J	16	NA	UNK	No	
2004	210	10:00	PP3PS2	LG1-wetland	C03	brown_14	Brown Lemming	U	A	42	NA	UNK	Yes	échappé avant d avoir pu lui injecter un PIT tag
2004	210	10:00	PP3PS2	LG1-wetland	H05	445E6F271D	Brown Lemming	F	J	19	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	F01	brown_13	Brown Lemming	U	A	45	NA	UNK	No	
2004	210	10:00	PP3PS2	LG1-wetland	J06	445C294A65	Brown Lemming	U	J	18	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	C02	446217172E_1	Brown Lemming	F	A	41	NA	UNK	No	
2004	210	10:00	PP3PS2	LG1-wetland	H02	4460197305	Brown Lemming	U	J	26	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	G04	44617D6246	Brown Lemming	U	A	39	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	J01	45207F7D49	Brown Lemming	M	A	45	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	H08	4520103306	Brown Lemming	M	J	25	NA	UNK	Yes	
2004	210	10:00	PP3PS2	LG1-wetland	F03	446056643F	Brown Lemming	F	J	18	NA	UNK	Yes	
2004	210	22:00	PP3PS3	LG1-wetland	E10	4458595338	Brown Lemming	M	A	33	NA	UNK	Yes	
2004	210	22:00	PP3PS3	LG1-wetland	I09	453B593701	Brown Lemming	U	J	13	NA	UNK	Yes	
2004	210	22:00	PP3PS3	LG1-wetland	J08	445F102046	Brown Lemming	M	A	64	NA	UNK	Yes	
2004	210	22:00	PP3PS3	LG1-wetland	B01	44611C5E05	Brown Lemming	M	A	43	NA	UNK	Yes	
2004	210	22:00	PP3PS3	LG1-wetland	D02	455C751E4E_1	Brown Lemming	M	A	40	NA	UNK	Yes	
2004	210	22:00	PP3PS3	LG1-wetland	C07	445D435665	Brown Lemming	M	A	41	NA	UNK	Yes	
2004	210	22:00	PP3PS3	LG1-wetland	A07	4521684505	Brown Lemming	M	A	52	NA	UNK	Yes	
2004	210	22:00	PP3PS3	LG1-wetland	A09	4538724511	Brown Lemming	M	A	57	NA	UNK	Yes	
2004	210	22:00	PP3PS3	LG1-wetland	F05	445D362279_1	Brown Lemming	M	A	35	NA	UNK	Yes	
2004	210	22:00	PP3PS3	LG1-wetland	H05	445E6F271D	Brown Lemming	F	J	19	NA	UNK	Yes	
2004	210	22:00	PP3PS3	LG1-wetland	D01	4532517E24_	Brown Lemming	F	A	57	NA	LA	Yes	
2004	210	22:00	PP3PS3	LG1-wetland	H03	44617D6246	Brown Lemming	U	A	40	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	J02	454E3C0512	Brown Lemming	M	J	26	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	H04	445E6F271D	Brown Lemming	F	J	21	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	G02	4460197305	Brown Lemming	U	J	26	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	J01	45207F7D49	Brown Lemming	M	A	45	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	I10	45330B3476	Brown Lemming	M	J	24	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	C01	4532517E24_	Brown Lemming	F	A	57	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	F05	445D362279_1	Brown Lemming	M	A	33	NA	UNK	No	
2004	211	10:00	PP3PS4	LG1-wetland	C10	445D435665	Brown Lemming	M	A	39	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	D06	445D52192F	Brown Lemming	F	A	51	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	H03	44617D6246	Brown Lemming	U	A	35	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	I09	453B3B5E0F	Brown Lemming	U	J	19	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	B03	455C751E4E_1	Brown Lemming	M	A	37	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	D03	4460253665	Brown Lemming	U	J	21	NA	UNK	Yes	
2004	211	10:00	PP3PS4	LG1-wetland	C02	44611C5E05	Brown Lemming	M	A	36	NA	UNK	Yes	
2004	211	22:00	PP3PS5	LG1-wetland	J01	45207F7D49	Brown Lemming	M	A	40	NA	UNK	Yes	
2004	211	22:00	PP3PS5	LG1-wetland	D06	445D52192F	Brown Lemming	F	A	54	NA	UNK	Yes	
2004	211	22:00	PP3PS5	LG1-wetland	B03	455C751E4E_1	Brown Lemming	M	A	36	NA	UNK	Yes	
2004	211	22:00	PP3PS5	LG1-wetland	G04	44617D6246	Brown Lemming	U	A	28	NA	UNK	Yes	
2004	211	22:00	PP3PS5	LG1-wetland	J02	445C300C1D	Brown Lemming	U	J	18	NA	UNK	Yes	
2004	211	22:00	PP3PS5	LG1-wetland	B07	445D435665	Brown Lemming	M	A	41	NA	UNK	Yes	
2004	212	10:00	PP3PS6	LG1-wetland	B03	455C751E4E_1	Brown Lemming	M	A	34	NA	UNK	No	
2004	212	10:00	PP3PS6	LG1-wetland	I10	453B3B5E0F	Brown Lemming	U	J	15	NA	UNK	Yes	
2004	212	10:00	PP3PS6	LG1-wetland	J01	45207F7D49	Brown Lemming	M	A	37	NA	UNK	Yes	
2004	212	10:00	PP3PS6	LG1-wetland	H03	44617D6246	Brown Lemming	U	A	26	NA	UNK	Yes	
2004	212	10:00	PP3PS6	LG1-wetland	B06	445D435665	Brown Lemming	M	A	42	NA	UNK	Yes	
2004	212	10:00	PP3PS6	LG1-wetland	I09	445C421C1E	Brown Lemming	U	J	25	NA	UNK	Yes	
2004	212	10:00	PP3PS6	LG1-wetland	E02	4460253665	Brown Lemming	U	J	23	NA	UNK	Yes	
2004	212	22:00	PP3PS7	LG1-wetland	B06	445D435665	Brown Lemming	M	A	39	NA	UNK	Yes	
2004	212	22:00	PP3PS7	LG1-wetland	E02	4460253665	Brown Lemming	U	J	16	NA	UNK	Yes	
2004	212	22:00	PP3PS7	LG1-wetland	H03	44617D6246	Brown Lemming	U	A	24	NA	UNK	Yes	
2004	212	22:00	PP3PS7	LG1-wetland	I10	446473084A	Unknown	M	U	16	NA	UNK	Yes	
2004	212	22:00	PP3PS7	LG1-wetland	B08	4455C297149	Unknown	M	U	32	NA	UNK	Yes	
2004	212	22:00	PP3PS7	LG1-wetland	I09	445C421C1E	Brown Lemming	U	J	20	NA	UNK	Yes	
2004	229	22:00	PP4PS0	LG1-wetland	J04	brown_15	Brown Lemming	U	J	23	NA	UNK	No	
2004	230	10:00	PP4PS1	LG1-wetland	D03	445D435665	Brown Lemming	M	A	39	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	F01	445D347603_2	Brown Lemming	M	J	26	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	H03	451E451B22	Brown Lemming	U	J	27	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	E08	445E6F271D	Brown Lemming	F	J	23	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	H05	44606B7378_2	Brown Lemming	F	J	22	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	C03	446204320B_2	Brown Lemming	M	J	26	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	H07	445E603923_2	Collared Lemming	M	J	28	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	J10	446473084A	Unknown	M	U	28	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	B05	445E693F4E_2	Brown Lemming	F	J	22	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	G03	4548296B5F_3	Brown Lemming	M	J	25	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	I02	454E3C0512	Brown Lemming	M	J	23	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	A01	454E3C3678_2	Brown Lemming	M	J	21	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	J05	445C300C1D	Brown Lemming	U	J	23	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	E02	4460197305	Brown Lemming	U	J	25	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	F03	446056643F	Brown Lemming	F	J	23	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	J08	4073	Brown Lemming	M	J	23	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	D09	445D782D6F_2	Brown Lemming	M	J	17	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	E01	4460253665	Brown Lemming	U	J	24	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	A02	445A0B1B1A_2	Brown Lemming	M	J	26	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	J06	445C294A65	Brown Lemming	U	J	24	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	J01	445C2E4068_2	Brown Lemming	M	J	27	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	H10	445C421C1E	Brown Lemming	U	J	27	NA	UNK	Yes	
2004	230	10:00	PP4PS1	LG1-wetland	E10	4464082877_2	Brown Lemming	M	J	23	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	A01	454E3C3678_2	Brown Lemming	M	J	23	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	B05	445E693F4E_2	Brown Lemming	F	J	23	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	E08	445E6F271D	Brown Lemming	F	J	24	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	E03	446056643F	Brown Lemming	F	J	22	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	I10	446473084A	Unknown	M	U	27	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	G04	451E451B22	Brown Lemming	U	J	25	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	E05	445D52192F	Brown Lemming	F	A	61	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	C02	4532517E24_	Brown Lemming	F	A	40	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	G03	4548296B5F_3	Brown Lemming	M	J	24	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	E01	445D435665	Brown Lemming	M	A	40	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	J09	4073	Brown Lemming	M	J	19	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	F01	445D347603_2	Brown Lemming	M	J	26	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	C08	4093	Brown Lemming	M	J	27	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	G10	4090_1	Brown Lemming	F	J	20	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	A03	445A0B1B1A_2	Brown Lemming	M	J	26	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	I06	445C294A65	Brown Lemming	U	J	23	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	J05	445C300C1D	Brown Lemming	U	J	21	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	I08	4099_1	Brown Lemming	M	J	26	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	C10	445D782D6F_2	Brown Lemming	M	J	24	NA	UNK	Yes	
2004	230	22:00	PP4PS2	LG1-wetland	D01	4097	Brown Lemming	F	J	25	NA	UNK	Yes	
2004	231	10:00	PP4PS3	LG1-wetland	J05	445C300C1D	Brown Lemming	U	J	20	NA	UNK	Yes	
2004	231	10:00	PP4PS3	LG1-wetland	E02	4460197305	Brown Lemming	U	J	26	NA	UNK	Yes	
2004	231	10:00	PP4PS3	LG1-wetland	B05	445E693F4E_2	Brown Lemming	F	J	23	NA	UNK	Yes	
2004	231	10:00	PP4PS3	LG1-wetland	A01	454E3C3678_2	Brown Lemming	M	J	24	NA	UNK	Yes	
2004	231	10:00	PP4PS3	LG1-wetland	A02	445A0B1B1A_2	Brown Lemming	M	J	26	NA	UNK	Yes	
2004	231	10:00	PP4PS3	LG1-wetland	B10	445D782D6F_2	Brown Lemming	M	J	16	NA	UNK	Yes	
2004	231	10:00	PP4PS3	LG1-wetland	I06	445C294A65	Brown Lemming	U	J	21	NA	UNK	Yes	
2004	231	10:00	PP4PS3	LG1-wetland	E08	445E6F271D	Brown Lemming	F	J	22	NA	UNK	Yes	
2004	231	10:00	PP4PS3	LG1-wetland	E03	446056643F	Brown Lemming	F	J	19	NA	UNK	Yes	
2004	231	10:00	PP4PS3	LG1-wetland	H05	44606B7378_2	Brown Lemming	F	J	18	NA	UNK	Yes	
2004	231	10:00	PP4PS3	LG1-wetland	H03	451E451B22	Brown Lemming	U	J	22	NA	UNK	Yes	
