Year	Nest_ID	Sector	Nest_found	Lay_date	Lay_code	Hatch_date	TCL	Hatch_succ	Notes	Datum	UTM_zone	UTM_E	UTM_N
2016	LTJAED05	CAMP 2	Opportunistically	172	3	196	NA	Yes		NAD 27	17X	539113	8084070
2016	LTJAED07	CAMP 3	Opportunistically	169	2	NA	NA	Unk		NAD 27	17X	531453	8106662
2016	LTJAED08	CAMP 3	Opportunistically	NA	0	NA	NA	Unk		NAD 27	17X	531480	8102657
2016	LTJAED09	DUFOUR	Opportunistically	170	2	NA	NA	Unk		NAD 27	17X	542395	8080514
2016	LTJAED10	DUFOUR	Opportunistically	170	2	NA	NA	Unk		NAD 27	17X	540731	8081676
2016	LTJAED11	DUFOUR	Opportunistically	168	2	192	NA	Yes		NAD 27	17X	549228	8078035
2016	LTJAFL01	CAMP 2	Opportunistically	NA	0	NA	NA	Yes		NAD 27	17X	535917	8089402
2016	LTJAJB01	CAMP 2	Opportunistically	177	1	NA	NA	No	"renesting of pair from LTJA01CCJ; female found dead day 191"	NAD 27	17X	535931	8088465
2016	LTJAJB01a	CAMP 3	Opportunistically	NA	0	NA	NA	Unk		NAD 27	17X	533340	8095391
2016	LTJAJB02	CAMP 3	Opportunistically	NA	0	NA	NA	Unk		NAD 27	17X	528572	8103593
2016	LTJAJD01	CAMP 2	Opportunistically	NA	0	NA	NA	No		NAD 27	17X	538260	8090243
2016	LTJAKC01	CAMP 2	Opportunistically	173	2	NA	NA	Unk		NAD 27	17X	536407	8089059
2016	LTJAYS01	CAMP 2	Systematic search	178	2	NA	NA	Unk		NAD 27	17X	538183	8088999
2016	LTJAYS02	CAMP 2	Opportunistically	183	2	NA	NA	Unk		NAD 27	17X	539251	8086979
2019	LTJA01	CAMP 1	Systematic search	166	3	190	2	Yes		NAD 27	17X	532938	8117326
2019	LTJA02	CAMP 1	Unknown	NA	0	NA	2	Unk		NAD 27	17X	535407	8114918
2019	LTJA03	CAMP 1	Unknown	164	2	188	2	Yes		NAD 27	17X	534526	8115411
2019	LTJA04	CAMP 1	Opportunistically	167	1	192	2	Yes		NAD 27	17X	534015	8117768
2019	LTJA05	CAMP 1	Systematic search	164	2	188	2	Yes		NAD 27	17X	534578	8118050
2019	LTJA06	CAMP 1	Systematic search	165	2	189	2	Yes		NAD 27	17X	533948	8115895
2019	LTJA07	CAMP 1	Unknown	167	2	NA	2	Unk		NAD 27	17X	532601	8116742
2019	LTJA09	CAMP 1	Opportunistically	168	3	192	2	Yes		NAD 27	17X	532960	8118205
2019	LTJA10	CAMP 1	Unknown	165	2	NA	2	Unk		NAD 27	17X	535594	8118416
2019	LTJA11	CAMP 1	Unknown	166	2	NA	2	Unk		NAD 27	17X	529137	8115319
2019	LTJA12	CAMP 1	Systematic search	169	2	NA	2	Unk		NAD 27	17X	535836	8118858
2019	LTJA13	CAMP 1	Unknown	NA	0	NA	2	Unk		NAD 27	17X	536909	8119892
2019	LTJA14	CAMP 1	Opportunistically	168	2	NA	2	Unk		NAD 27	17X	533672	8116787
2019	LTJA15	CAMP 1	Opportunistically	162	2	NA	2	Unk		NAD 27	17X	532173	8116910
2019	LTJA16	CAMP 1	Opportunistically	NA	0	NA	NA	Unk	coord approximative	NAD 27	17X	530884	8115976
2019	LTJA17	CAMP 1	Unknown	171	2	NA	2	Unk		NAD 27	17X	536531	8114629
2019	LTJA18	CAMP 1	Opportunistically	NA	0	NA	2	Unk		NAD 27	17X	530969	8114582
2019	LTJAAB01	CAMP 2	Opportunistically	170	2	NA	2	Unk		NAD 27	17X	539289	8087875
2019	LTJAAB02	CAMP 2	Opportunistically	171	1	NA	2	Unk		NAD 27	17X	539391	8086575
2019	LTJAAB03	CAMP 2	Opportunistically	164	2	NA	2	Unk		NAD 27	17X	532855	8090878
2019	LTJAAB04	DUFOUR	Opportunistically	NA	0	NA	2	Unk		NAD 27	17X	545535	8079856
2019	LTJAAF01	CAMP 2	Opportunistically	167	2	NA	2	No		NAD 27	17X	536099	8088486
2019	LTJACC01	CAMP 2	Opportunistically	NA	0	NA	2	Unk		NAD 27	17X	536137	8088023
2019	LTJAED01	CAMP 2	Opportunistically	168	2	NA	2	Unk		NAD 27	17X	541805	8085733
2019	LTJAED02	CAMP 2	Opportunistically	168	2	NA	2	Unk		NAD 27	17X	540082	8088362
2019	LTJAED03	CAMP 2	Opportunistically	168	2	NA	2	Unk		NAD 27	17X	535709	8090477
2019	LTJAED04	DUFOUR	Opportunistically	NA	0	NA	2	Unk		NAD 27	17X	549260	8077957
2019	LTJAED05	CAMP 3	Opportunistically	NA	0	NA	1	Unk		NAD 27	17X	528242	8105058
2019	LTJAJB01	CAMP 3	Opportunistically	165	3	189	2	Yes		NAD 27	17X	528902	8104369
2019	LTJAMZ01	CAMP 2	Opportunistically	NA	0	NA	2	Unk		NAD 27	17X	539661	8090265
2019	LTJAMZ02	CAMP 3	Opportunistically	NA	0	NA	2	Unk		NAD 27	17X	532746	8096801
2019	LTJAMZ03	CAMP 2	Opportunistically	NA	0	NA	2	Unk		NAD 27	17X	537790	8083305
2019	LTJAMZ04	CAMP 2	Opportunistically	NA	0	NA	2	Unk		NAD 27	17X	537240	8083326
2019	LTJAYS01	CAMP 2	Opportunistically	NA	0	NA	2	Unk		NAD 27	17X	537926	8087523
2019	LTJAYS02	CAMP 2	Opportunistically	NA	0	NA	2	Unk		NAD 27	17X	538052	8086176
2019	LTJAYS03	CAMP 2	Opportunistically	NA	0	NA	1	Unk		NAD 27	17X	535783	8086980
2019	LTJAYS04	CAMP 2	Opportunistically	NA	0	NA	1	No		NAD 27	17X	539502	8089057
